date,canton,noopdeliveredTotal,noopdeliveredPer100,administeredTotal,administeredPer100,fullyVaccinatedTotal,fullyVaccinatedPer100,noopreceivedTotal,noopreceivedPer100
2021-05-09,SZ,0,0,55136,33.68,19553,11.95,0,0
2021-05-09,TG,0,0,104036,36.38,38698,13.53,0,0
2021-05-09,TI,0,0,156764,44.51,52310,14.85,0,0
2021-05-09,UR,0,0,16288,43.97,6305,17.02,0,0
2021-05-09,VD,0,0,303758,36.91,103126,12.53,0,0
2021-05-09,VS,0,0,135195,38.28,50447,14.28,0,0
2021-05-09,ZG,0,0,50012,38.53,18930,14.59,0,0
2021-05-09,ZH,0,0,550572,35.19,166519,10.64,0,0
2021-05-10,AA,0,0,807,NA,0,0,0,0
2021-05-10,AG,0,0,274067,38.98,97074,13.81,0,0
2021-05-10,AI,0,0,6384,39.02,2441,14.92,0,0
2021-05-10,AR,0,0,21677,39,9428,16.96,0,0
2021-05-10,BE,0,0,430203,41.07,138679,13.24,0,0
2021-05-10,BL,0,0,129233,44.13,45998,15.71,0,0
2021-05-10,BS,0,0,78753,40.17,23884,12.18,0,0
2021-05-10,CH,0,0,3411042,39.03,1160928,13.28,0,0
2021-05-10,CHFL,0,0,3425977,39.03,1165790,13.28,0,0
2021-05-10,FL,0,0,14935,38.24,4862,12.45,0,0
2021-05-10,FR,0,0,108409,32.87,42157,12.78,0,0
2021-05-10,GE,0,0,223252,43.82,72017,14.14,0,0
2021-05-10,GL,0,0,16409,39.84,5682,13.79,0,0
2021-05-10,GR,0,0,81769,40.61,29575,14.69,0,0
2021-05-10,JU,0,0,27839,37.72,9203,12.47,0,0
2021-05-10,LU,0,0,159920,38.05,54628,13,0,0
2021-05-10,NE,0,0,75123,42.64,28420,16.13,0,0
2021-05-10,NW,0,0,17323,39.47,6530,14.88,0,0
2021-05-10,OW,0,0,12170,31.66,5069,13.19,0,0
2021-05-10,SG,0,0,195918,37.73,70332,13.55,0,0
2021-05-10,SH,0,0,37264,44.36,12149,14.46,0,0
2021-05-10,SO,0,0,110782,39.53,39317,14.03,0,0
2021-05-10,SZ,0,0,56438,34.48,19936,12.18,0,0
2021-05-10,TG,0,0,106286,37.17,39700,13.88,0,0
2021-05-10,TI,0,0,157325,44.67,52512,14.91,0,0
2021-05-10,UR,0,0,16556,44.69,6397,17.27,0,0
2021-05-10,VD,0,0,311256,37.82,105284,12.79,0,0
2021-05-10,VS,0,0,138307,39.16,51572,14.6,0,0
2021-05-10,ZG,0,0,51016,39.31,19361,14.92,0,0
2021-05-10,ZH,0,0,566556,36.21,173583,11.09,0,0
2021-05-11,AA,0,0,842,NA,0,0,0,0
2021-05-11,AG,0,0,280388,39.88,100014,14.23,0,0
2021-05-11,AI,0,0,6564,40.12,2476,15.13,0,0
2021-05-11,AR,0,0,22556,40.58,9571,17.22,0,0
2021-05-11,BE,0,0,443986,42.39,144236,13.77,0,0
2021-05-11,BL,0,0,133946,45.74,48606,16.6,0,0
2021-05-11,BS,0,0,80983,41.31,24505,12.5,0,0
2021-05-11,CH,0,0,3507397,40.14,1201739,13.75,0,0
2021-05-11,CHFL,0,0,3522872,40.13,1206860,13.75,0,0
2021-05-11,FL,0,0,15475,39.62,5121,13.11,0,0
2021-05-11,FR,0,0,110867,33.62,43296,13.13,0,0
2021-05-11,GE,0,0,229388,45.03,74274,14.58,0,0
2021-05-11,GL,0,0,16831,40.86,5753,13.97,0,0
2021-05-11,GR,0,0,83289,41.36,30656,15.22,0,0
2021-05-11,JU,0,0,28661,38.84,9569,12.97,0,0
2021-05-11,LU,0,0,163673,38.94,55970,13.32,0,0
2021-05-11,NE,0,0,76671,43.52,29389,16.68,0,0
2021-05-11,NW,0,0,17867,40.7,6729,15.33,0,0
2021-05-11,OW,0,0,12730,33.12,5148,13.39,0,0
2021-05-11,SG,0,0,201356,38.78,73564,14.17,0,0
2021-05-11,SH,0,0,38151,45.42,12835,15.28,0,0
2021-05-11,SO,0,0,113555,40.52,40809,14.56,0,0
2021-05-11,SZ,0,0,57883,35.36,20327,12.42,0,0
2021-05-11,TG,0,0,108759,38.03,40690,14.23,0,0
2021-05-11,TI,0,0,160497,45.57,53821,15.28,0,0
2021-05-11,UR,0,0,16847,45.47,6522,17.6,0,0
2021-05-11,VD,0,0,319833,38.86,107675,13.08,0,0
2021-05-11,VS,0,0,142611,40.38,53201,15.06,0,0
2021-05-11,ZG,0,0,52055,40.11,19993,15.4,0,0
2021-05-11,ZH,0,0,586608,37.49,182110,11.64,0,0
2021-05-12,AA,0,0,903,NA,0,0,0,0
2021-05-12,AG,0,0,287449,40.88,103420,14.71,0,0
2021-05-12,AI,0,0,6758,41.31,2511,15.35,0,0
2021-05-12,AR,0,0,23416,42.13,9989,17.97,0,0
2021-05-12,BE,0,0,458485,43.77,150271,14.35,0,0
2021-05-12,BL,0,0,137051,46.8,51132,17.46,0,0
2021-05-12,BS,0,0,83172,42.43,24806,12.65,0,0
2021-05-12,CH,0,0,3605601,41.26,1244831,14.24,0,0
2021-05-12,CHFL,0,0,3621372,41.26,1250242,14.24,0,0
2021-05-12,FL,0,0,15771,40.38,5411,13.85,0,0
2021-05-12,FR,0,0,113387,34.38,44526,13.5,0,0
2021-05-12,GE,0,0,235393,46.21,76361,14.99,0,0
2021-05-12,GL,0,0,17259,41.9,5832,14.16,0,0
2021-05-12,GR,0,0,85847,42.63,32704,16.24,0,0
2021-05-12,JU,0,0,29602,40.11,9850,13.35,0,0
2021-05-12,LU,0,0,167882,39.94,57527,13.69,0,0
2021-05-12,NE,0,0,78290,44.44,30383,17.25,0,0
2021-05-12,NW,0,0,18575,42.32,7058,16.08,0,0
2021-05-12,OW,0,0,13252,34.48,5342,13.9,0,0
2021-05-12,SG,0,0,207389,39.94,76412,14.72,0,0
2021-05-12,SH,0,0,38864,46.27,13340,15.88,0,0
2021-05-12,SO,0,0,116553,41.59,42448,15.15,0,0
2021-05-12,SZ,0,0,59453,36.32,20757,12.68,0,0
2021-05-12,TG,0,0,111267,38.91,41706,14.58,0,0
2021-05-12,TI,0,0,163894,46.54,55279,15.7,0,0
2021-05-12,UR,0,0,17265,46.6,6745,18.21,0,0
2021-05-12,VD,0,0,327841,39.84,110093,13.38,0,0
2021-05-12,VS,0,0,145966,41.33,54300,15.37,0,0
2021-05-12,ZG,0,0,53122,40.93,20482,15.78,0,0
2021-05-12,ZH,0,0,607266,38.81,191557,12.24,0,0
2021-05-13,AA,0,0,903,NA,0,0,0,0
2021-05-13,AG,0,0,289991,41.25,104375,14.85,0,0
2021-05-13,AI,0,0,6758,41.31,2514,15.37,0,0
2021-05-13,AR,0,0,23803,42.82,10179,18.31,0,0
2021-05-13,BE,0,0,464988,44.39,151482,14.46,0,0
2021-05-13,BL,0,0,140038,47.82,53483,18.26,0,0
2021-05-13,BS,0,0,85108,43.41,24849,12.68,0,0
2021-05-13,CH,0,0,3651630,41.79,1260543,14.42,0,0
2021-05-13,CHFL,0,0,3667687,41.78,1266232,14.43,0,0
2021-05-13,FL,0,0,16057,41.11,5689,14.57,0,0
2021-05-13,FR,0,0,115625,35.06,45392,13.76,0,0
2021-05-13,GE,0,0,238718,46.86,76973,15.11,0,0
2021-05-13,GL,0,0,17259,41.9,5835,14.17,0,0
2021-05-13,GR,0,0,86965,43.19,33485,16.63,0,0
2021-05-13,JU,0,0,30330,41.1,10201,13.82,0,0
2021-05-13,LU,0,0,170514,40.57,57632,13.71,0,0
2021-05-13,NE,0,0,79539,45.15,31148,17.68,0,0
2021-05-13,NW,0,0,18789,42.81,7064,16.09,0,0
2021-05-13,OW,0,0,13252,34.48,5344,13.9,0,0
2021-05-13,SG,0,0,208436,40.14,76538,14.74,0,0
2021-05-13,SH,0,0,39442,46.96,13824,16.46,0,0
2021-05-13,SO,0,0,116676,41.63,42465,15.15,0,0
2021-05-13,SZ,0,0,60052,36.69,20794,12.7,0,0
2021-05-13,TG,0,0,113027,39.52,42179,14.75,0,0
2021-05-13,TI,0,0,166722,47.34,56507,16.04,0,0
2021-05-13,UR,0,0,17295,46.68,6746,18.21,0,0
2021-05-13,VD,0,0,331796,40.32,111258,13.52,0,0
2021-05-13,VS,0,0,145987,41.33,54310,15.38,0,0
2021-05-13,ZG,0,0,54016,41.62,20891,16.1,0,0
2021-05-13,ZH,0,0,615601,39.34,195075,12.47,0,0
2021-05-14,AA,0,0,903,NA,0,0,0,0
2021-05-14,AG,0,0,295876,42.08,107771,15.33,0,0
2021-05-14,AI,0,0,6758,41.31,2515,15.37,0,0
2021-05-14,AR,0,0,24058,43.28,10211,18.37,0,0
2021-05-14,BE,0,0,477771,45.61,157114,15,0,0
2021-05-14,BL,0,0,142947,48.82,55798,19.06,0,0
2021-05-14,BS,0,0,87299,44.53,24946,12.73,0,0
2021-05-14,CH,0,0,3733582,42.72,1297249,14.84,0,0
2021-05-14,CHFL,0,0,3749921,42.72,1303216,14.85,0,0
2021-05-14,FL,0,0,16339,41.84,5967,15.28,0,0
2021-05-14,FR,0,0,117804,35.72,46285,14.03,0,0
2021-05-14,GE,0,0,244303,47.95,78734,15.45,0,0
2021-05-14,GL,0,0,17283,41.96,5850,14.2,0,0
2021-05-14,GR,0,0,89089,44.24,34801,17.28,0,0
2021-05-14,JU,0,0,31176,42.25,10565,14.32,0,0
2021-05-14,LU,0,0,174152,41.43,59254,14.1,0,0
2021-05-14,NE,0,0,80924,45.94,31979,18.15,0,0
2021-05-14,NW,0,0,19219,43.79,7218,16.44,0,0
2021-05-14,OW,0,0,13722,35.7,5363,13.95,0,0
2021-05-14,SG,0,0,211713,40.77,77957,15.01,0,0
2021-05-14,SH,0,0,40030,47.66,14355,17.09,0,0
2021-05-14,SO,0,0,119198,42.53,44435,15.86,0,0
2021-05-14,SZ,0,0,61332,37.47,21293,13.01,0,0
2021-05-14,TG,0,0,114872,40.17,42689,14.93,0,0
2021-05-14,TI,0,0,169933,48.25,57870,16.43,0,0
2021-05-14,UR,0,0,17578,47.45,6908,18.65,0,0
2021-05-14,VD,0,0,338784,41.17,113486,13.79,0,0
2021-05-14,VS,0,0,149164,42.23,55320,15.66,0,0
2021-05-14,ZG,0,0,54970,42.35,21298,16.41,0,0
2021-05-14,ZH,0,0,632724,40.44,203234,12.99,0,0
2021-05-15,AA,0,0,903,NA,0,0,0,0
2021-05-15,AG,0,0,298561,42.46,108265,15.4,0,0
2021-05-15,AI,0,0,6824,41.71,2520,15.4,0,0
2021-05-15,AR,0,0,24184,43.51,10289,18.51,0,0
2021-05-15,BE,0,0,483710,46.18,159402,15.22,0,0
2021-05-15,BL,0,0,142947,48.82,55802,19.06,0,0
2021-05-15,BS,0,0,89255,45.53,24981,12.74,0,0
2021-05-15,CH,0,0,3777734,43.23,1310421,15,0,0
2021-05-15,CHFL,0,0,3794073,43.22,1316389,15,0,0
2021-05-15,FL,0,0,16339,41.84,5968,15.28,0,0
2021-05-15,FR,0,0,119797,36.32,47010,14.25,0,0
2021-05-15,GE,0,0,247247,48.53,78860,15.48,0,0
2021-05-15,GL,0,0,17283,41.96,5852,14.21,0,0
2021-05-15,GR,0,0,90492,44.94,35206,17.48,0,0
2021-05-15,JU,0,0,31573,42.78,10572,14.33,0,0
2021-05-15,LU,0,0,177408,42.21,60706,14.44,0,0
2021-05-15,NE,0,0,80958,45.96,31979,18.15,0,0
2021-05-15,NW,0,0,19229,43.81,7230,16.47,0,0
2021-05-15,OW,0,0,13723,35.7,5364,13.96,0,0
2021-05-15,SG,0,0,214183,41.25,78606,15.14,0,0
2021-05-15,SH,0,0,40711,48.47,14888,17.72,0,0
2021-05-15,SO,0,0,121220,43.26,45171,16.12,0,0
2021-05-15,SZ,0,0,62331,38.08,21322,13.03,0,0
2021-05-15,TG,0,0,117073,40.94,43484,15.21,0,0
2021-05-15,TI,0,0,172778,49.06,59100,16.78,0,0
2021-05-15,UR,0,0,17632,47.59,6909,18.65,0,0
2021-05-15,VD,0,0,342021,41.56,113965,13.85,0,0
2021-05-15,VS,0,0,150586,42.63,55553,15.73,0,0
2021-05-15,ZG,0,0,55876,43.05,21572,16.62,0,0
2021-05-15,ZH,0,0,639229,40.85,205813,13.15,0,0
2021-05-16,AA,0,0,903,NA,0,0,0,0
2021-05-16,AG,0,0,300782,42.78,108777,15.47,0,0
2021-05-16,AI,0,0,6824,41.71,2520,15.4,0,0
2021-05-16,AR,0,0,24184,43.51,10289,18.51,0,0
2021-05-16,BE,0,0,485720,46.37,159441,15.22,0,0
2021-05-16,BL,0,0,142947,48.82,55802,19.06,0,0
2021-05-16,BS,0,0,90663,46.25,25007,12.76,0,0
2021-05-16,CH,0,0,3796747,43.45,1314788,15.05,0,0
2021-05-16,CHFL,0,0,3813086,43.44,1320758,15.05,0,0
2021-05-16,FL,0,0,16339,41.84,5970,15.29,0,0
2021-05-16,FR,0,0,121693,36.9,47714,14.47,0,0
2021-05-16,GE,0,0,247247,48.53,78864,15.48,0,0
2021-05-16,GL,0,0,17283,41.96,5852,14.21,0,0
2021-05-16,GR,0,0,90727,45.05,35274,17.52,0,0
2021-05-16,JU,0,0,31573,42.78,10573,14.33,0,0
2021-05-16,LU,0,0,179444,42.69,60808,14.47,0,0
2021-05-16,NE,0,0,80959,45.96,31979,18.15,0,0
2021-05-16,NW,0,0,19229,43.81,7231,16.47,0,0
2021-05-16,OW,0,0,13723,35.7,5364,13.96,0,0
2021-05-16,SG,0,0,214187,41.25,78611,15.14,0,0
2021-05-16,SH,0,0,41300,49.17,15423,18.36,0,0
2021-05-16,SO,0,0,121220,43.26,45173,16.12,0,0
2021-05-16,SZ,0,0,63307,38.68,21352,13.04,0,0
2021-05-16,TG,0,0,118564,41.46,43851,15.33,0,0
2021-05-16,TI,0,0,175590,49.86,60342,17.13,0,0
2021-05-16,UR,0,0,17682,47.73,6910,18.65,0,0
2021-05-16,VD,0,0,343879,41.79,114318,13.89,0,0
2021-05-16,VS,0,0,150591,42.64,55556,15.73,0,0
2021-05-16,ZG,0,0,56764,43.74,21831,16.82,0,0
2021-05-16,ZH,0,0,639762,40.89,205926,13.16,0,0
2021-05-17,AA,0,0,903,NA,0,0,0,0
2021-05-17,AG,0,0,306953,43.66,112716,16.03,0,0
2021-05-17,AI,0,0,7006,42.82,2609,15.95,0,0
2021-05-17,AR,0,0,24784,44.59,10404,18.72,0,0
2021-05-17,BE,0,0,498597,47.6,166108,15.86,0,0
2021-05-17,BL,0,0,146722,50.11,58868,20.1,0,0
2021-05-17,BS,0,0,92861,47.37,26333,13.43,0,0
2021-05-17,CH,0,0,3881595,44.42,1356649,15.52,0,0
2021-05-17,CHFL,0,0,3898493,44.41,1363166,15.53,0,0
2021-05-17,FL,0,0,16898,43.27,6517,16.69,0,0
2021-05-17,FR,0,0,123994,37.6,48895,14.83,0,0
2021-05-17,GE,0,0,252336,49.53,81802,16.06,0,0
2021-05-17,GL,0,0,17725,43.03,5945,14.43,0,0
2021-05-17,GR,0,0,92010,45.69,36052,17.9,0,0
2021-05-17,JU,0,0,32237,43.68,10828,14.67,0,0
2021-05-17,LU,0,0,183265,43.6,61243,14.57,0,0
2021-05-17,NE,0,0,82771,46.98,33138,18.81,0,0
2021-05-17,NW,0,0,19439,44.29,7245,16.51,0,0
2021-05-17,OW,0,0,14190,36.92,5401,14.05,0,0
2021-05-17,SG,0,0,218355,42.05,80613,15.53,0,0
2021-05-17,SH,0,0,41931,49.92,15799,18.81,0,0
2021-05-17,SO,0,0,124012,44.25,46596,16.63,0,0
2021-05-17,SZ,0,0,64609,39.47,21919,13.39,0,0
2021-05-17,TG,0,0,120722,42.22,44608,15.6,0,0
2021-05-17,TI,0,0,176457,50.1,60766,17.25,0,0
2021-05-17,UR,0,0,18069,48.77,7045,19.02,0,0
2021-05-17,VD,0,0,352236,42.8,117873,14.32,0,0
2021-05-17,VS,0,0,154007,43.6,56797,16.08,0,0
2021-05-17,ZG,0,0,57719,44.47,22289,17.17,0,0
2021-05-17,ZH,0,0,657685,42.03,214757,13.73,0,0
2021-05-18,AA,0,0,912,NA,0,0,0,0
2021-05-18,AG,0,0,313904,44.65,116846,16.62,0,0
2021-05-18,AI,0,0,7182,43.9,2731,16.69,0,0
2021-05-18,AR,0,0,25302,45.52,10489,18.87,0,0
2021-05-18,BE,0,0,512081,48.89,172129,16.43,0,0
2021-05-18,BL,0,0,151079,51.6,61053,20.85,0,0
2021-05-18,BS,0,0,94427,48.17,27586,14.07,0,0
2021-05-18,CH,0,0,3982641,45.57,1405148,16.08,0,0
2021-05-18,CHFL,0,0,4000085,45.57,1412206,16.09,0,0
2021-05-18,FL,0,0,17444,44.67,7058,18.07,0,0
2021-05-18,FR,0,0,126551,38.37,50119,15.2,0,0
2021-05-18,GE,0,0,257731,50.59,85035,16.69,0,0
2021-05-18,GL,0,0,18206,44.2,6018,14.61,0,0
2021-05-18,GR,0,0,94631,46.99,37243,18.49,0,0
2021-05-18,JU,0,0,33121,44.88,11232,15.22,0,0
2021-05-18,LU,0,0,187421,44.59,62599,14.89,0,0
2021-05-18,NE,0,0,84718,48.09,34103,19.36,0,0
2021-05-18,NW,0,0,19755,45.01,7351,16.75,0,0
2021-05-18,OW,0,0,14668,38.16,5435,14.14,0,0
2021-05-18,SG,0,0,223675,43.08,83249,16.03,0,0
2021-05-18,SH,0,0,42844,51.01,16303,19.41,0,0
2021-05-18,SO,0,0,127030,45.33,47937,17.11,0,0
2021-05-18,SZ,0,0,65938,40.28,22536,13.77,0,0
2021-05-18,TG,0,0,122826,42.95,45510,15.91,0,0
2021-05-18,TI,0,0,180687,51.31,62963,17.88,0,0
2021-05-18,UR,0,0,18536,50.03,7224,19.5,0,0
2021-05-18,VD,0,0,361515,43.93,121510,14.76,0,0
2021-05-18,VS,0,0,158908,44.99,58760,16.64,0,0
2021-05-18,ZG,0,0,58736,45.26,22739,17.52,0,0
2021-05-18,ZH,0,0,680257,43.48,226448,14.47,0,0
2021-05-19,AA,0,0,947,NA,0,0,0,0
2021-05-19,AG,0,0,321433,45.72,121167,17.23,0,0
2021-05-19,AI,0,0,7366,45.02,2827,17.28,0,0
2021-05-19,AR,0,0,25922,46.63,10638,19.14,0,0
2021-05-19,BE,0,0,525590,50.18,178310,17.02,0,0
2021-05-19,BL,0,0,156673,53.51,63512,21.69,0,0
2021-05-19,BS,0,0,96266,49.11,28547,14.56,0,0
2021-05-19,CH,0,0,4085582,46.75,1451984,16.62,0,0
2021-05-19,CHFL,0,0,4103567,46.75,1459302,16.62,0,0
2021-05-19,FL,0,0,17985,46.05,7318,18.74,0,0
2021-05-19,FR,0,0,129200,39.17,51267,15.54,0,0
2021-05-19,GE,0,0,264643,51.95,87930,17.26,0,0
2021-05-19,GL,0,0,18795,45.63,6260,15.2,0,0
2021-05-19,GR,0,0,96110,47.73,37797,18.77,0,0
2021-05-19,JU,0,0,34003,46.08,11446,15.51,0,0
2021-05-19,LU,0,0,191876,45.65,64129,15.26,0,0
2021-05-19,NE,0,0,86565,49.14,35096,19.92,0,0
2021-05-19,NW,0,0,20448,46.58,7807,17.79,0,0
2021-05-19,OW,0,0,15166,39.46,5699,14.83,0,0
2021-05-19,SG,0,0,228251,43.96,85006,16.37,0,0
2021-05-19,SH,0,0,43574,51.88,16762,19.96,0,0
2021-05-19,SO,0,0,130005,46.39,49012,17.49,0,0
2021-05-19,SZ,0,0,67589,41.29,23305,14.24,0,0
2021-05-19,TG,0,0,125093,43.74,46545,16.28,0,0
2021-05-19,TI,0,0,185113,52.56,65141,18.5,0,0
2021-05-19,UR,0,0,18946,51.14,7383,19.93,0,0
2021-05-19,VD,0,0,370349,45,125087,15.2,0,0
2021-05-19,VS,0,0,162902,46.12,60427,17.11,0,0
2021-05-19,ZG,0,0,60061,46.28,23269,17.93,0,0
2021-05-19,ZH,0,0,702696,44.91,237615,15.19,0,0
2021-05-20,AA,0,0,1007,NA,0,0,0,0
2021-05-20,AG,0,0,329153,46.82,125861,17.9,0,0
2021-05-20,AI,0,0,7485,45.75,2905,17.76,0,0
2021-05-20,AR,0,0,26672,47.98,10780,19.39,0,0
2021-05-20,BE,0,0,538814,51.44,184251,17.59,0,0
2021-05-20,BL,0,0,162291,55.42,65882,22.5,0,0
2021-05-20,BS,0,0,98952,50.48,29598,15.1,0,0
2021-05-20,CH,0,0,4195843,48.01,1504530,17.22,0,0
2021-05-20,CHFL,0,0,4214370,48.01,1512110,17.23,0,0
2021-05-20,FL,0,0,18527,47.44,7580,19.41,0,0
2021-05-20,FR,0,0,131633,39.91,52281,15.85,0,0
2021-05-20,GE,0,0,271745,53.34,91079,17.88,0,0
2021-05-20,GL,0,0,19422,47.15,6508,15.8,0,0
2021-05-20,GR,0,0,98073,48.7,38756,19.25,0,0
2021-05-20,JU,0,0,34925,47.33,11857,16.07,0,0
2021-05-20,LU,0,0,196317,46.71,65779,15.65,0,0
2021-05-20,NE,0,0,88091,50,36328,20.62,0,0
2021-05-20,NW,0,0,20857,47.52,8006,18.24,0,0
2021-05-20,OW,0,0,15545,40.44,5892,15.33,0,0
2021-05-20,SG,0,0,236071,45.46,88022,16.95,0,0
2021-05-20,SH,0,0,44396,52.86,17246,20.53,0,0
2021-05-20,SO,0,0,132981,47.45,50005,17.84,0,0
2021-05-20,SZ,0,0,69323,42.35,24219,14.8,0,0
2021-05-20,TG,0,0,127503,44.59,47663,16.67,0,0
2021-05-20,TI,0,0,189487,53.8,67513,19.17,0,0
2021-05-20,UR,0,0,19419,52.42,7539,20.35,0,0
2021-05-20,VD,0,0,379341,46.09,128592,15.63,0,0
2021-05-20,VS,0,0,168498,47.7,63799,18.06,0,0
2021-05-20,ZG,0,0,61514,47.4,23815,18.35,0,0
2021-05-20,ZH,0,0,726328,46.42,250354,16,0,0
2021-05-21,AA,0,0,1018,NA,0,0,0,0
2021-05-21,AG,0,0,335867,47.77,129571,18.43,0,0
2021-05-21,AI,0,0,7579,46.33,2974,18.18,0,0
2021-05-21,AR,0,0,27215,48.96,10981,19.76,0,0
2021-05-21,BE,0,0,551717,52.67,190138,18.15,0,0
2021-05-21,BL,0,0,167757,57.29,67922,23.2,0,0
2021-05-21,BS,0,0,101321,51.68,30879,15.75,0,0
2021-05-21,CH,0,0,4298218,49.19,1550882,17.75,0,0
2021-05-21,CHFL,0,0,4317304,49.18,1558726,17.76,0,0
2021-05-21,FL,0,0,19086,48.87,7844,20.08,0,0
2021-05-21,FR,0,0,133912,40.6,53291,16.16,0,0
2021-05-21,GE,0,0,279083,54.78,94392,18.53,0,0
2021-05-21,GL,0,0,20000,48.56,6765,16.42,0,0
2021-05-21,GR,0,0,100787,50.05,39653,19.69,0,0
2021-05-21,JU,0,0,35797,48.51,12184,16.51,0,0
2021-05-21,LU,0,0,200644,47.74,67347,16.02,0,0
2021-05-21,NE,0,0,89516,50.81,37306,21.18,0,0
2021-05-21,NW,0,0,21573,49.15,8164,18.6,0,0
2021-05-21,OW,0,0,16195,42.14,5919,15.4,0,0
2021-05-21,SG,0,0,241259,46.46,89416,17.22,0,0
2021-05-21,SH,0,0,45240,53.86,17674,21.04,0,0
2021-05-21,SO,0,0,135640,48.4,51099,18.23,0,0
2021-05-21,SZ,0,0,70977,43.36,25116,15.34,0,0
2021-05-21,TG,0,0,130068,45.48,48937,17.11,0,0
2021-05-21,TI,0,0,193763,55.02,69745,19.8,0,0
2021-05-21,UR,0,0,19848,53.58,7727,20.86,0,0
2021-05-21,VD,0,0,388418,47.2,132194,16.06,0,0
2021-05-21,VS,0,0,172862,48.94,66369,18.79,0,0
2021-05-21,ZG,0,0,62816,48.4,24311,18.73,0,0
2021-05-21,ZH,0,0,747346,47.76,260808,16.67,0,0
2021-05-22,AA,0,0,1019,NA,0,0,0,0
2021-05-22,AG,0,0,338778,48.18,130201,18.52,0,0
2021-05-22,AI,0,0,7611,46.52,2985,18.25,0,0
2021-05-22,AR,0,0,27499,49.47,11022,19.83,0,0
2021-05-22,BE,0,0,556197,53.1,193092,18.43,0,0
2021-05-22,BL,0,0,167757,57.29,67938,23.2,0,0
2021-05-22,BS,0,0,103927,53.01,32590,16.62,0,0
2021-05-22,CH,0,0,4345936,49.73,1567901,17.94,0,0
2021-05-22,CHFL,0,0,4365022,49.73,1575746,17.95,0,0
2021-05-22,FL,0,0,19086,48.87,7845,20.09,0,0
2021-05-22,FR,0,0,135887,41.2,53904,16.34,0,0
2021-05-22,GE,0,0,283123,55.57,95625,18.77,0,0
2021-05-22,GL,0,0,20047,48.67,6765,16.42,0,0
2021-05-22,GR,0,0,102324,50.81,40373,20.05,0,0
2021-05-22,JU,0,0,36447,49.39,12202,16.53,0,0
2021-05-22,LU,0,0,204064,48.55,68371,16.27,0,0
2021-05-22,NE,0,0,89538,50.83,37307,21.18,0,0
2021-05-22,NW,0,0,21640,49.3,8177,18.63,0,0
2021-05-22,OW,0,0,16195,42.14,5924,15.41,0,0
2021-05-22,SG,0,0,243392,46.87,89571,17.25,0,0
2021-05-22,SH,0,0,45961,54.72,18056,21.5,0,0
2021-05-22,SO,0,0,138124,49.29,51261,18.29,0,0
2021-05-22,SZ,0,0,72002,43.99,25205,15.4,0,0
2021-05-22,TG,0,0,132278,46.26,49905,17.45,0,0
2021-05-22,TI,0,0,197492,56.08,71596,20.33,0,0
2021-05-22,UR,0,0,20007,54,7737,20.88,0,0
2021-05-22,VD,0,0,392767,47.73,133557,16.23,0,0
2021-05-22,VS,0,0,175075,49.57,66631,18.86,0,0
2021-05-22,ZG,0,0,63783,49.14,24815,19.12,0,0
2021-05-22,ZH,0,0,753002,48.13,263091,16.81,0,0
2021-05-23,AA,0,0,1019,NA,0,0,0,0
2021-05-23,AG,0,0,339379,48.27,130240,18.52,0,0
2021-05-23,AI,0,0,7611,46.52,2985,18.25,0,0
2021-05-23,AR,0,0,27499,49.47,11022,19.83,0,0
2021-05-23,BE,0,0,557543,53.23,193373,18.46,0,0
2021-05-23,BL,0,0,167757,57.29,67945,23.2,0,0
2021-05-23,BS,0,0,105850,54,33520,17.1,0,0
2021-05-23,CH,0,0,4364682,49.95,1574011,18.01,0,0
2021-05-23,CHFL,0,0,4383768,49.94,1581856,18.02,0,0
2021-05-23,FL,0,0,19086,48.87,7845,20.09,0,0
2021-05-23,FR,0,0,137700,41.75,54479,16.52,0,0
2021-05-23,GE,0,0,283123,55.57,95627,18.77,0,0
2021-05-23,GL,0,0,20047,48.67,6765,16.42,0,0
2021-05-23,GR,0,0,102456,50.88,40376,20.05,0,0
2021-05-23,JU,0,0,36447,49.39,12203,16.54,0,0
2021-05-23,LU,0,0,206211,49.06,69371,16.5,0,0
2021-05-23,NE,0,0,89538,50.83,37307,21.18,0,0
2021-05-23,NW,0,0,21640,49.3,8180,18.64,0,0
2021-05-23,OW,0,0,16195,42.14,5927,15.42,0,0
2021-05-23,SG,0,0,243395,46.87,89573,17.25,0,0
2021-05-23,SH,0,0,46675,55.57,18450,21.97,0,0
2021-05-23,SO,0,0,138125,49.29,51261,18.29,0,0
2021-05-23,SZ,0,0,73059,44.63,25227,15.41,0,0
2021-05-23,TG,0,0,133789,46.79,50254,17.57,0,0
2021-05-23,TI,0,0,200989,57.07,73235,20.79,0,0
2021-05-23,UR,0,0,20103,54.26,7741,20.9,0,0
2021-05-23,VD,0,0,394801,47.97,133955,16.28,0,0
2021-05-23,VS,0,0,175106,49.58,66652,18.87,0,0
2021-05-23,ZG,0,0,64657,49.82,25068,19.31,0,0
2021-05-23,ZH,0,0,753968,48.19,263275,16.83,0,0
2021-05-24,AA,0,0,1019,NA,0,0,0,0
2021-05-24,AG,0,0,343126,48.8,131295,18.67,0,0
2021-05-24,AI,0,0,7611,46.52,2985,18.25,0,0
2021-05-24,AR,0,0,27499,49.47,11024,19.83,0,0
2021-05-24,BE,0,0,563492,53.8,196673,18.78,0,0
